address,rank,holding_eth,inr_value,dollar_val
0x534a0076fb7c2b1f83fa21497429ad7ad3bd7587,512,1729513.7001138846,"₹3,73,77,90,41,841.21",5010124467.037906
0x71db5b6b2b7ebb785eab3b55861824977a1e0323,513,1725693.2064191392,"₹3,72,95,33,64,384.89",4999057108.08322
0x5c5f2d6b503ff195cb989cbcfe73d92858c491a9,514,1725439.9428775457,"₹3,72,89,86,29,574.81",4998323444.12539
0x721931508df2764fd4f70c53da646cb8aed16ace,515,1723403.906169052,"₹3,72,45,86,05,393.44",4992425371.546757
0xbda35c85e2e732398f0b334d6570f6c7041566a7,516,1723200.7501083736,"₹3,72,41,46,99,711.92",4991836860.943941
0x9273eb21bc9854d0e06432b5b8c7634ba824ae49,517,1715817.2306983254,"₹3,70,81,89,88,264.06",4970447986.576138
0x0a2a335b7420db3bada6a13e354d465a3d6de2a4,519,1715011.7131102514,"₹3,70,64,49,01,413.96",4968114531.006301
0xf1e1c701b49b1dc2405a9e8ef40f9f88802b80fa,517,1716696.8428396638,"₹3,71,00,90,88,280.82",4972996082.211652
0xb0bdd53b627d7e61cfc5c13ef110e47e210fac6f,520,1708296.7856546354,"₹3,69,19,36,84,722.11",4948662460.555775
0x0008d343091ef8bd3efa730f6aae5a26a285c7a2,521,1701592.1833994412,"₹3,67,74,46,99,491.92",4929240300.558838
0xd72bb0961368f1a5c566e0ac3afca62affa20f14,522,1700366.0049997584,"₹3,67,47,97,00,268.54",4925688257.9235
0xf480935955d38a332cf40c65add722d46b922462,523,1700068.7810205224,"₹3,67,41,54,64,816.59",4924827247.61149
0x6e21b422ac130e4f78991d89fca78cdf54c802f5,524,1691678.7765735812,"₹3,65,60,22,33,835.53",4900522747.129413
0x9f586e4dfe9f41c00440b19d6b2814c4d753e953,525,1686876.2603878826,"₹3,64,56,43,23,642.51",4886610626.142034
0x13aff6b6d6ad092e8d552af8fbde6203770ad0eb,526,1686704.4748839494,"₹3,64,52,71,97,702.97",4886112991.02282
0x2d714eae0777deddd188ce13ebbd02f1066a5d02,527,1678233.554211616,"₹3,62,69,64,79,269.11",4861574089.182378
0x54877dd41efafc0dff58d304a330d7baf7b14056,530,1666148.7614324575,"₹3,60,08,47,38,023.26",4826566378.068001
0x21938a693771d5dbe7fce8d1ed6fe6a6efaf6435,531,1665174.9491492144,"₹3,59,87,42,79,660.23",4823745399.693411
0x620f761d45a8b2f9b81079758ec002aeb8d92489,532,1663653.174404932,"₹3,59,54,53,96,746.05",4819337061.743183
0xd1afbe4da2a5adc6faf30fcbea9e4eea0ba8c70a,532,1654695.9465246282,"₹3,57,60,95,78,571.01",4793389405.730404
0x207b3c1083a62e282d375a11f52730879cbfbbbb,534,1652074.646286364,"₹3,57,04,30,68,406.12",4785795918.34819
0x8bfad4b4575d672362a6e4785a7b019ebbaa1be6,535,1646441.0284987185,"₹3,55,82,55,42,197.09",4769476228.996228
0x6f77c19c3d4d741c10ed8c97d897adbd7862d5fd,536,1645566.9803058675,"₹3,55,63,66,44,649.74",4766944251.229249
0xe2bdfe5008fddd52509edfa11c2e5fec35e41177,537,1643253.9579892715,"₹3,55,13,67,58,892.73",4760243795.661641
0xb890f264b1a7591cdf9e21b3b640a741cf677ae9,538,1642835.9060754739,"₹3,55,04,64,10,349.22",4759032766.155676
0x279679e6b44ec547c6e0466e5efd7d47ef3a400f,539,1642181.512178482,"₹3,54,90,49,84,048.99",4757137091.739114
0xe28470253f0c9c7afbae7f61795d6b1ca4644b2f,540,1638783.7412352746,"₹3,54,17,06,64,588.29",4747294292.959993
0x1ab14911a1f736eb37c6ac2790ec325d4eab1f8e,542,1631228.5262480648,"₹3,52,53,78,46,635.68",4725408043.976444
0x6e3aa85db95bba36276a37ed93b12b7ab0782afb,543,1627313.388064986,"₹3,51,69,17,14,801.83",4714066515.082174
0x90e5aa59a9df2add394df81521dbbed5f3c4a1a3,544,1625392.8561268756,"₹3,51,27,66,53,280.43",4708503041.342579
0x22eab1c78521596f9d6d73dd878778009c39317c,545,1624490.0282519967,"₹3,51,08,15,35,925.76",4705887693.441514
0xd7d870220a28d01f2fe914f06f0418c8bbe7b261,546,1623179.1064203575,"₹3,50,79,82,22,121.35",4702090162.642749
0x3a172ef0a46c27a8d4313215638495e855f6457c,547,1620986.361169007,"₹3,50,32,43,30,403.12",4695738130.488826
0x0e94af7a715274345bccf9996f98f145d3ca1499,548,1617577.9188653757,"₹3,49,58,77,04,669.35",4685864418.485975
0xd760ef23c9a203bd3718e91fc08b412ed49c5846,549,1616620.263290235,"₹3,49,38,07,38,061.76",4683090243.509685
0x380165a20a0516b3fa503959dcec7da3ba4c964f,550,1615460.5103697432,"₹3,49,13,00,94,580.09",4679730624.859488
0xb9d9baa174702596fac7adcab58325c741f2ea6b,551,1614578.9125694747,"₹3,48,93,95,65,426.69",4677176777.087757
0x1251122f1d77fa46e1e576c4fd6dd56ab17812ff,553,1609790.230508573,"₹3,47,90,46,45,037.05",4663304731.346455
0xc40df87e16339f21fbb2e59fb38bf2a957a16ffd,554,1606048.0998458103,"₹3,47,09,59,03,242.48",4652464377.557338
0x7f8b0457941ea2dfa8d806c008935a1c0dcdf3ec,555,1604895.1663007545,"₹3,46,84,67,33,550.59",4649124513.546678
0x03e2c10b74a260f46ab5cf881938c5888a6142df,556,1594244.722213737,"₹3,44,54,49,80,875.39",4618271881.097642
0x0dfe9c8263ad35c905ea78907599a575c996b581,557,1591011.4593296696,"₹3,43,84,62,14,567.41",4608905635.844561
0x51ed29f52c1c227dbdbdb43b3741fbd5b4946ea3,558,1586254.8666413883,"₹3,42,81,82,29,268.80",4595126547.881439
0x6ef2376fa6e12dabb3a3ed0fb44e4ff29847af68,559,1585765.5826070025,"₹3,42,71,24,86,181.86",4593709170.319269
0x4b1e684d5143eb7435e5d78385fa8cbdccd8f7ec,560,1585184.2480391664,"₹3,42,58,68,49,317.73",4592025137.089779
0x0e98493285d6abb9e2979c9a117c5c2eb4ee3737,561,1584728.774361025,"₹3,42,48,84,13,257.36",4590705702.719992
0x98fca56dac18c2b7639642000c4471eb836c2925,563,1580187.6853487,"₹3,41,50,70,02,182.19",4577550894.425529
0xcc739b45da0123047cd0103b88f968b22ebdfc66,564,1570929.919562638,"₹3,39,50,62,32,356.04",4550732628.185833
0xd3b38f645ac56e0b8ab7b6071a1cfc12a6e8c05d,565,1569874.843299481,"₹3,39,27,82,11,384.20",4547676241.063669
0x3811866a85b0e42b437b36bb4fd2f05e4c3b16f8,567,1567390.5133992995,"₹3,38,74,13,02,974.83",4540479534.835627
0x9a9750a276beac4f80686c056fa93ae0cc766091,568,1559420.142025548,"₹3,37,01,87,62,254.28",4517390644.225288
0x9e59e9d85b2483586be19923a9dcfe846967cef6,570,1550823.7959452956,"₹3,35,16,09,37,132.11",4492488405.04617
0x2ce05594dce29fd077786e68b015c9456be502ce,571,1546949.3358840179,"₹3,34,32,35,96,572.58",4481264714.162258
0x6974f1d51758fc98449f18c7951f1f5bba170cbc,572,1544690.9213361454,"₹3,33,83,55,12,537.33",4474722448.563399
0xa555d1ee16780b2d414ed97f4f169c0740099615,573,1543088.9742145657,"₹3,33,48,93,02,929.30",4470081864.063723
0x2206168cde2b3652e2488d9a1283531a4d200aea,574,1541071.2241195682,"₹3,33,05,32,30,814.27",4464236764.8785305
0x936025177ae0634939faec5a5f173e24d8d58378,575,1537490.2358095858,"₹3,32,27,93,14,782.70",4453863214.702641
0x008c84421da5527f462886cec43d2717b686a7e4,575,1537651.9642620124,"₹3,32,31,42,67,212.38",4454331716.152768
0xe4fb666f53f271f4af9253bc593f4cf807ec8f2e,577,1533184.9065053794,"₹3,31,34,88,55,624.13",4441391364.561044
0x2f5170deea823099d75f200ae0524b30c3701881,578,1532450.6121552298,"₹3,31,19,01,61,397.76",4439264231.315756
0x31ac9896f4ef59976b540db2edf45f4f3e058812,579,1532287.8076663346,"₹3,31,15,49,76,417.23",4438792612.760145
0xa8a5b9bc276579b3216d9be3b2e23c575e20a4b6,581,1531541.5557029448,"₹3,30,99,36,97,935.41",4436630840.222519
0x92041c816fa960e2352f49ac118771307c416a17,583,1528614.9497668613,"₹3,30,36,12,05,713.71",4428152931.082635
0xd266d61ac22c2a2ac2dd832e79c14ea152c998d6,584,1528193.0086910413,"₹3,30,27,00,16,652.29",4426930635.296556
0xb697b9455eeee9574ec5c5350cb10c8a5b752a39,585,1526546.3761704892,"₹3,29,91,41,49,725.21",4422160604.34572
0xbb0d4ccf4e095a2d6a9a2bee2985a703c1ca9b69,586,1523148.2463952648,"₹3,29,17,97,52,714.45",4412316766.087659
0x9a8a631aef07d9d52936f9ae1b38c6245013d3d5,587,1522464.1089721278,"₹3,29,03,18,98,302.84",4410334929.434819
0x3ac2cc26fbb230e704393dc79e97cca47e709247,588,1521215.0001252934,"₹3,28,76,19,43,397.08",4406716460.962955
0x80af4d533d298bf79280c2c9a6646cd99925009d,589,1521182.0213638982,"₹3,28,75,48,16,093.12",4406620926.767795
0xfe5ddf437d63be8d7dafec9c3ec32497565130cf,590,1518709.744578096,"₹3,28,22,05,12,578.73",4399459136.483612
0xedae46bc4357e4619397ef4e121fc3067d931cd1,591,1515672.7545328108,"₹3,27,56,41,64,364.12",4390661462.240828
0xe5442041fd024bcc4bdfaa0a28ab941150ef8637,592,1513365.1821848708,"₹3,27,06,54,56,443.43",4383976794.360421
0x9cc30104ae066aee503dc77aab255ec32f41cf4e,593,1513355.2103847999,"₹3,27,06,33,01,357.94",4383947907.651104
0x3aeacb8c72350af1d9b3909f433790a19e79269f,594,1511245.2833139403,"₹3,26,60,73,08,139.24",4377835786.515155
0x64f2a8ce93e1599b4a557d5b6ac18049964fce1b,595,1508818.1847140517,"₹3,26,08,27,68,444.03",4370804870.207053
0xd61415f6c5d93027778ceab5f099f64c29f58fd7,596,1508284.4000152466,"₹3,25,96,74,07,962.50",4369258581.340167
0xa201d0aea4ba83e3e8cb0449cd0ea50ca978c709,597,1507969.0910376604,"₹3,25,89,92,64,016.88",4368345181.681537
0xe80fd2eec6c6e9a6476dd0f3ef162b85594f12fa,600,1507595.609679152,"₹3,25,81,85,47,972.64",4367263265.942955
0xd402514d2fec96df7294cc53cfbe756e5b761f03,599,1507595.609679152,"₹3,25,81,85,47,972.64",4367263265.942955
0x8a591e12b71a8ca156f79529c7e4a3c4997af982,598,1507588.7938508282,"₹3,25,81,70,74,949.45",4367243521.578834
0x71d1f0a05f82c0ebd02b8704e3d2337b517a6b3a,601,1505714.6946790917,"₹3,25,41,20,48,384.66",4361814556.13418
0x0c9a83120e744533fc78c02aca5d25784ca3825d,603,1494379.425414282,"₹3,22,96,22,92,661.68",4328978094.717109
0xdb2b36c24064a0115fa0474fde4d9ba1f1099122,604,1493928.6716561299,"₹3,22,86,48,76,660.98",4327672333.200343
0x023ef73d4c6de80dd3e52b8aae579b8f0e5cbeb4,605,1491540.575609187,"₹3,22,34,87,66,119.51",4320754401.047717
0xdd3a68eb8324c3ff54f39fc4bca933d11812ca41,606,1491023.5432390242,"₹3,22,23,70,26,117.73",4319256640.996535
0x49e205e9784006658b633f66956b40f461105210,608,1489507.6278372423,"₹3,21,90,94,09,512.93",4314865276.624038
0xca5e7f4cfef8220ff41a125efac21b5c6a404cc0,609,1488579.8605978554,"₹3,21,70,89,02,312.69",4312177683.374291
0xecba5f51925e6ccec26da38dcd7d5305f6bdfbcb,610,1486409.9343805604,"₹3,21,23,99,42,198.46",4305891754.310983
0x2511d32e59c22a422b0809ab6f9cc4910edf4e4f,611,1484882.0007236286,"₹3,20,90,97,28,232.39",4301465574.976236
0xdb45ed7a3cd7b3421a0e967877e2a7a46721c7df,612,1483160.8905436965,"₹3,20,53,77,65,342.52",4296479794.162601
0x90b298f5ff8a52d15c2709087f327af698fe9729,614,1479644.0660471646,"₹3,19,77,77,16,265.98",4286292116.288069
0x97ad156c48078cf174905ffb5cb7ca56295924b8,615,1477128.585711456,"₹3,19,23,40,75,686.79",4279005172.232374
0x1ad60130a2528c6f73a8c6e50758532949627dfd,616,1472041.2048844565,"₹3,18,13,46,01,117.22",4264267843.957489
0x8aae2adaacf23b4af3f66ec9c4abd7ee21b92f8c,617,1470771.8104753974,"₹3,17,86,02,62,136.32",4260590611.4575505
0x4d9e86a5ac368aa4df0473ef07e13ec2fbe04025,618,1469829.8736230594,"₹3,17,65,66,92,627.67",4257861971.1062236
0x52ad8f3c506aa25b954276c5456060dad6f3fd7b,619,1469072.7663668457,"₹3,17,49,30,68,121.67",4255668752.5221334
0xc32575be004af0843d995d6139bbeb9f8085d970,620,1467889.5374297686,"₹3,17,23,73,51,050.25",4252241127.6080513
0x4cf0591008c76a15761cb566f70537e1e967017b,621,1465432.6779085633,"₹3,16,70,63,79,484.24",4245123998.6726427
0xeda39af25b25f179bed410ecc6d33060952b7db3,622,1460861.8067189737,"₹3,15,71,85,31,944.49",4231882916.1757917
0xb4460bdf3fe5ba4e25f96135a76bdcb9e45ab010,623,1459650.116763886,"₹3,15,45,66,63,934.78",4228372844.246296
0x5f4afef9f32cae3ed7f257410471f266e26a3430,624,1458521.457325034,"₹3,15,21,27,40,314.17",4225103298.437452
0xf75d2ee29d722df5f7632deb56edd31a8b02439a,625,1457850.8104671328,"₹3,15,06,78,01,456.54",4223160541.793609
0xcf3661d294d40cbcbab7819bdd6e95ea98e0f2eb,626,1454819.0187185311,"₹3,14,41,25,76,687.41",4214377926.18459
0xc79b1cb9e38af3a2dee4b46f84f87ae5c36c679c,627,1454100.1756392235,"₹3,14,25,72,21,758.80",4212295552.7987285
0xadc28e50fa4f57a998accc2da36cc087376e8c84,628,1453576.7188919906,"₹3,14,14,40,93,333.50",4210779182.3550744
0xd6d6869333c5cbf3af8c973b17193d921dbe2df3,630,1453457.8748038805,"₹3,14,11,84,08,986.87",4210434910.046873
0x32a348ead7ed30d35b96b9f87320fef862033574,630,1453377.3670182258,"₹3,14,10,10,09,805.24",4210201691.8730774
0x2f0efcbadab136af14c39760f5b8a128b601dd46,631,1452779.3611902604,"₹3,13,97,17,69,981.72",4208469364.670394
0x9eab4b2feed9483838d2e9b7c1ad407a18624df4,632,1452353.8620672673,"₹3,13,87,98,11,962.25",4207236761.7909427
0x549d4dd35f93f653292463fbc80c77c5928d1706,633,1450132.354716055,"₹3,13,39,97,04,236.52",4200801410.435657
0x7a349a913243c84b428ccae73f1a6636235b151a,634,1446964.9408262959,"₹3,12,71,51,69,081.50",4191625919.183247
0x9f14f09264723e81d7231551af40f745976d740b,635,1445543.304586998,"₹3,12,40,79,27,900.73",4187507666.4597993
0xe3e009c63ee00d20f5ceeccf34df1dc08d68b5cf,636,1439084.5926136968,"₹3,11,01,20,83,986.49",4168797811.2670617
0x584075b9f3b49b3cadc33504a056844874bf1a75,637,1438742.7699303161,"₹3,10,93,82,09,951.80",4167807605.644937
0xc50bc863f657938f38699dfab7ebee57381e49db,638,1438632.7829864123,"₹3,10,91,44,39,793.46",4167488991.0663586
0x341017ed8e57545cbc6ce4ce2e1729ee1ff1c4d7,639,1437596.85875503,"₹3,10,69,05,57,920.42",4164488084.3159213
0x81974c1a09e53c5129c6e4f74e547fda0adf4d2d,641,1431787.6184258193,"₹3,09,43,50,76,518.95",4147659644.560651
0x50471203a2be347d16e300e6875adf3509118c5b,642,1426292.8170915246,"₹3,08,24,75,51,044.19",4131742084.2634125
0x8a7f10da28788428e469d2621e2eb3026b195678,643,1424953.017004671,"₹3,07,95,79,96,129.02",4127860897.7798114
0x6b6ae848f555f70944bc99d736fe29fcaecf8b23,644,1424375.1404134487,"₹3,07,83,31,06,595.87",4126186881.755295
0x396664dfc1e515682c2bc6c32b394d5734392fd5,645,1421956.239041726,"₹3,07,31,03,38,469.22",4119179711.505634
0xc3bb8481be69bbacd14ed278ea219eb0f19748ac,646,1419398.7361226743,"₹3,06,75,76,16,053.36",4111771034.749608
0xab9f4d19f6f22b152153a1d701a1492255d79387,647,1419169.2199583547,"₹3,06,70,80,13,478.96",4111106163.1441603
0x720a4fab08cb746fc90e88d1924a98104c0822cf,648,1418840.9969025857,"₹3,06,63,70,78,568.59",4110155353.4672866
0xfef077a226742d824eec997b1411c5aaf0ec6514,649,1418158.8175513498,"₹3,06,48,96,47,331.56",4108179189.0354524
0x044c8f54235e5293db95ac58ac6155578b8a695e,650,1417001.3655241262,"₹3,06,23,95,01,114.34",4104826235.70491
0x68b724511ad47f24b0e233022a1e94de8311248d,651,1415871.44627216,"₹3,05,99,53,05,225.45",4101553040.419044
0xfbc76261fd55cf91b81a97dbcc2b3f6118f2b935,653,1410986.6397380028,"₹3,04,93,96,10,606.90",4087402537.4586363
0xb3b1d2405f16afc27a83fb9a43e1da5102a363d4,653,1409710.3528374,"₹3,04,66,37,82,034.51",4083705338.513494
0x15f7320adb990020956d29edb6ba17f3d468001e,654,1406815.5384159707,"₹3,04,03,81,60,531.38",4075319524.3049207
0xa9fe952edd2958ab7dea126c6d8b4413afd3e771,655,1405741.5564003368,"₹3,03,80,60,53,686.13",4072208370.2427516
0xe093b32e23646248990d121aa02d2b493b538e41,657,1403025.7735706687,"₹3,03,21,91,24,132.55",4064341181.910456
0x69bab6810fa99475854bca0a3dd72ae6a0728ece,658,1400888.3856428135,"₹3,02,75,71,96,128.35",4058149511.065528
0xc665a60f22dda926b920deb8ffac0ef9d8a17460,658,1402650.9264209007,"₹3,03,13,81,12,916.23",4063255309.6931224
0x53314ed80d217744eaa3cfa13fea6692d08627ac,661,1398541.1792041734,"₹3,02,24,99,22,567.25",4051350029.565818
0xbb089a0557bcbb3bfc9db1f23e497dc893e8b3e3,662,1395687.2014964859,"₹3,01,63,31,26,613.02",4043082512.78308
0x29a8f31b34e66b8c4661f084884138f46acc05e8,663,1391574.5641720106,"₹3,00,74,43,11,659.73",4031168860.4760475
0x89688542873276cd7d9cea936b25f37778a593fd,664,1383084.9694592177,"₹2,98,90,95,57,429.59",4006575862.9282403
0xdee7e659529f88b35c7ab711853bdf42be228739,665,1382674.9391353081,"₹2,98,82,09,42,496.04",4005388070.684726
0xdc8eb8d2d1babd956136b57b0b9f49b433c019e3,666,1382199.5435294153,"₹2,98,71,82,00,948.49",4004010925.6777515
0x1407930f5ff83ff94532885557b334c74b3afc42,667,1381187.8613931462,"₹2,98,49,95,58,228.56",4001080244.398122
0x6bb971430554e3af58fbd469bce46ab2359a2d23,668,1379957.213082734,"₹2,98,23,35,92,977.01",3997515253.1465874
0x2edadfb25586b1e4d6623c7021e76a2fa595cdec,669,1378795.7942593032,"₹2,97,98,25,89,463.73",3994150808.6421204
0xd7e228b7eb0c727706d5955c4c518cb10a3e7a19,670,1378405.7750129802,"₹2,97,89,82,99,284.26",3993020985.288602
0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe,671,1376770.6056086489,"₹2,97,54,49,09,742.93",3988284161.1513586
0xe15e67b8c010806e769fdd16d838b014c94e2935,673,1373914.1546043798,"₹2,96,92,75,79,264.79",3980009479.6241517
0xcb4de7db08b4dd0a9954fcfa0a09762f58436df0,674,1372518.5953238197,"₹2,96,62,59,73,784.19",3975966767.677854
0xc948eb5205bde3e18cac4969d6ad3a56ba7b2347,675,1369397.516631456,"₹2,95,95,14,52,499.36",3966925502.0786676
0x81840dd9783fe5ac80978311d3d8e167c6a326a0,676,1369146.5559360825,"₹2,95,89,72,15,375.79",3966198509.0978813
0xda75f63b9cb1cf7668bb0ee34fa718bc1cb5bbc1,677,1368692.140861933,"₹2,95,79,90,08,098.80",3964882141.3344817
0x509b53489d1d1040261606e11820f64cb4f10fc9,679,1364129.447938393,"₹2,94,81,29,28,029.55",3951664749.9658546
0x8b6fb9fd6a29960c7d7a376158575278d1a6f8ba,680,1360375.9384369478,"₹2,94,00,17,27,063.12",3940791433.501688
0xc3a3681e7bb2e9b8755174bf126bb5b942bc7036,681,1359194.6113009995,"₹2,93,74,64,21,005.15",3937369317.8011875
0x904ab02bad0e3e3f18aad752a80a7fa42f223c71,682,1357294.9951733307,"₹2,93,33,58,79,766.87",3931866433.817911
0x1f9149a6ed325a321d4f9b6d57cdde6101005072,683,1357025.1636780447,"₹2,93,27,75,64,323.77",3931084775.149107
0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,684,1356614.0909499347,"₹2,93,18,87,24,107.92",3929893963.227409
0x2b84773955eee20e0ab23e44f0a174d92633fe84,685,1356197.0735055152,"₹2,93,09,85,99,131.86",3928685930.413717
0xa25c0142d8134996d28191cd6286b36e4a505169,686,1355752.6634178779,"₹2,93,00,25,54,112.54",3927398545.4954457
0xd83a00a2393b7afa0c3dff18c1ca9758ae8a018e,687,1355637.664084514,"₹2,92,97,77,00,686.62",3927065410.8265834
0x9edf9b08406fa69a9dd5f73269f8a927b4f772d7,689,1352497.9275613748,"₹2,92,29,91,47,108.71",3917970096.4768934
0x8bbc693d042cea740e4ff01d7e0efb36110c36bf,690,1348495.417439251,"₹2,91,43,41,32,626.14",3906375465.05472
0xc0502d3a25ce3095df3cd0d48f613e5fed63f85f,691,1341717.2362692747,"₹2,89,96,92,45,668.04",3886740158.714286
0x707582bff3f58f168be346d224a9693b0ae3d56e,692,1340442.963501926,"₹2,89,69,38,52,386.11",3883048794.3909197
0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,693,1339537.9448710852,"₹2,89,49,82,61,569.65",3880427100.2203546
0x9d8b59de3e39f9c45ec05854f2fc8225932fbc03,694,1337494.1294535745,"₹2,89,05,65,56,269.25",3874506493.966293
0xb0bdc905efd56d256b2a60d53d40efa6be30ec3b,695,1335878.657258054,"₹2,88,70,74,23,649.30",3869826729.491421
0x2c968ca1cf606b01fc83a68b8d7614c67a4c0054,696,1335121.8676255336,"₹2,88,54,38,67,787.50",3867634431.012351
0xd9c980bb3953032a3a32235b32e6828ae64d0359,697,1334696.1187849694,"₹2,88,45,18,55,799.57",3866401104.741051
0xa0eaf6b0df87132c9a28e450a43c1d906defb60b,698,1332175.4722811184,"₹2,87,90,70,98,718.45",3859099195.122835
0x8972e12201d4e20dfe3bd89988a22fe24a781425,699,1330867.3929952967,"₹2,87,62,43,99,239.36",3855309898.7244954
0xc18c200a0949fdf013e8b166214d1497f2fe3769,700,1329888.639898228,"₹2,87,41,28,73,077.53",3852474607.602783
0x2ab30c674828e92c7009be11d647b600f6d4851c,701,1328874.2238079982,"₹2,87,19,36,39,500.94",3849536006.4959617
0x8bb07635c71268dc4f3928b023d5692e80c818b6,702,1328457.9995592788,"₹2,87,10,36,85,948.75",3848330271.4433017
0xcb8da26bb0edec467a57f38caab9c8f483a2e9c2,703,1327621.3167022606,"₹2,86,92,28,63,723.06",3845906535.075777
0x49ca963ef75bceba8e4a5f4ceab5fd326bef6123,704,1326712.5954984357,"₹2,86,72,64,72,713.93",3843274115.1436887
0xaec061ad03efa0e55e3f423ec3491ed7501511f1,705,1325447.5969570172,"₹2,86,45,30,83,759.16",3839609616.7689657
0xa5e84e96725eeb80ff86c7aec27938e0f91903bc,706,1324872.0269446012,"₹2,86,32,86,92,719.21",3837942282.5341988
0x1d28a703ab06bcef8666e4692fe63188b6fcbca2,707,1323878.1825272664,"₹2,86,11,39,05,051.43",3835063274.272287
0x0861009d3a25ff9b7becc6fd53b8a534d4792846,708,1323489.6320880374,"₹2,86,02,99,32,307.60",3833937705.8179107
0xa15a5fd5a3f99d52b5741476572dff8d5c96580c,710,1321059.5254196583,"₹2,85,50,47,42,514.65",3826898075.616683
0xe7449d1590d8f91bf9d79f845627ea3bec840483,711,1319731.854172927,"₹2,85,21,78,08,860.14",3823052024.442302
0x49468f702436d1e590895ffa7155bcd393ce52ae,712,1318099.126870037,"₹2,84,86,49,47,100.90",3818322274.6821985
0x859ba94ff84f45af63aef746e5bccb57734f03c8,713,1318026.9936868348,"₹2,84,84,93,57,821.61",3818113316.391771
0x7a30229cffd815a12889459bba1d57e4ab920f31,714,1317369.344313163,"₹2,84,70,72,27,954.27",3816208211.3801436
0x9d9de0f6410a89c5334d5221b4f2104ac87f16c0,715,1316788.894134205,"₹2,84,58,17,82,222.50",3814526740.0837307
0xe2cea50ba5a302a691b93692e74786d6484db295,717,1316272.4140284841,"₹2,84,47,01,61,575.01",3813030579.8542743
0x62d2ce72bb6a8f73438687c9de09b6f4796260f2,717,1314947.6115239665,"₹2,84,18,38,47,907.34",3809192838.9670873
0xe91cbc483a8fda6bc377ad8b8c717f386a93d349,730,1298237.795033071,"₹2,80,57,25,55,786.96",3760787174.1636014
0xc5f59709974262c4afacc5386287820bdbc7eb3a,716,1316316.3475929578,"₹2,84,47,96,56,409.09",3813157848.361184
0x55e1490a1878d0b61811726e2cb96560022e764c,720,1313333.4192126363,"₹2,83,83,49,91,893.40",3804516782.1119337
0xb2642bd041ff2c6c1f28a8b35c562b706be1c165,722,1311778.488107372,"₹2,83,49,89,43,292.79",3800012395.48896
0xf7f7d74ce9fc6626d629c6e90d9aaa359417dcb5,722,1311306.4434898207,"₹2,83,39,69,25,954.13",3798644957.7590523
0x15741cffe2d0ae820c23eb1512a0bc6e0d29f6d1,723,1311002.5695521152,"₹2,83,33,12,53,326.46",3797764683.5813494
0xc733fde6b0bbb7a628d365c4a27a9638a4a3bb24,724,1310737.6224875592,"₹2,83,27,39,93,496.77",3796997174.3268614
0x14ae8100ea85a11bbb36578f83ab1b5c1cfdd61c,725,1305508.4707548902,"₹2,82,14,38,79,682.61",3781849158.4215965
0x4ce8337424fab98500b48ba022d56cb25a4d088b,727,1304751.2351281662,"₹2,81,98,02,27,433.43",3779655567.968677
0x5c5b6cade3f45fca78aac5a9877f1b73c51300e3,729,1301948.2702399702,"₹2,81,37,44,56,267.72",3771535827.1619554
0x82ff9e428ad69f54f4c0251d13607af7da8bd91e,730,1298349.7652374562,"₹2,80,59,67,54,563.59",3761111533.930473
0xb8dc9d4bbeb6705fdba1f89458a4bc2a2066a6c9,731,1298303.8020326714,"₹2,80,58,68,21,087.70",3760978385.880324
0x58238fb14327505e8e4cf41d6e3ec2b8c25a4be4,732,1297179.941860306,"₹2,80,34,39,34,674.97",3757722742.7786093
0x7701adc43d5d3d8cb637d3ff6957a92325ba9d20,733,1296598.0987124473,"₹2,80,21,81,87,897.54",3756037236.274166
0xdf370df571f3d5099ccaf0b236caa08e4fe47c44,734,1295296.5906909616,"₹2,79,93,69,08,586.95",3752266975.7772055
0x9be313209be2bf005942d4ddbafececde5f18b30,735,1294554.918870803,"₹2,79,77,66,19,956.52",3750118471.181697
0x4d1f556f805a161812e5589816ee126022b6ff4a,736,1293555.2272856045,"₹2,79,56,05,68,610.51",3747222524.6100307
0x97db27c92bc776079f57bf26533111abc81af7ca,737,1293366.6474467863,"₹2,79,51,98,13,112.90",3746676238.9897485
0xa4c16f05f3be2661245103bfb4082733d0fe8098,738,1293283.4849533841,"₹2,79,50,18,40,201.16",3746435330.5523615
0x206d8389519e0029ae0a7b19f9382fa116af5c95,740,1292377.5757584611,"₹2,79,30,60,56,917.77",3743811056.5601406
0x19fffb371b95574df860e90b6a5b69256629b585,741,1292146.3722694917,"₹2,79,25,60,89,682.14",3743141297.0451546
0x1b378a53a0a21b44945fc1fcaaf82f4447e6a536,742,1291864.8588521453,"₹2,79,19,52,49,565.41",3742325797.7172484
0x05936f6a5ea9abfbfcc690f1a6140d97e80640f9,743,1287096.511160446,"₹2,78,16,47,23,798.97",3728512657.390027
0x12ec6a7952d62cb0d3336f6d00de26501c483718,744,1285168.4032445843,"₹2,77,74,80,24,972.41",3722927237.255042
0xfa0084b0be1a55523116223f56242ec470d21e1a,745,1285103.3999680385,"₹2,77,73,39,76,594.29",3722738933.163413
0x129b043520711c7bc94025b09bed6af74d35a372,746,1281720.2263876568,"₹2,77,00,28,11,886.45",3712938420.60882
